timestamp,pump_id,flow_rate_m3h,pressure_inlet_bar,pressure_outlet_bar,temperature_c,vibration_x_mms,vibration_y_mms,vibration_z_mms,current_a,voltage_v,power_consumption_kw,rpm,status
2024-10-16 23:30:00,PUMP_002,112.22,2.34,6.61,72.5,0.84,0.76,0.91,28.0,388.3,14.94,1475.0,Running
2024-10-16 23:30:00,PUMP_003,60.14,2.34,12.55,74.3,0.91,0.8,0.97,14.0,389.1,6.91,1444.0,Running
2024-10-16 23:30:00,PUMP_004,92.52,2.22,7.34,73.1,0.96,0.91,0.86,24.1,382.5,12.54,1428.0,Running
2024-10-16 23:30:00,PUMP_005,48.5,2.32,4.59,70.6,0.92,0.76,0.9,10.4,388.2,5.62,1437.0,Running
2024-10-17 00:00:00,PUMP_001,82.87,2.3,8.13,70.6,1.04,0.84,1.11,22.3,382.7,12.13,1458.0,Fault
2024-10-17 00:00:00,PUMP_002,125.53,2.4,6.24,75.4,1.05,0.82,1.0,29.8,388.2,16.26,1444.0,Running
2024-10-17 00:00:00,PUMP_003,65.19,2.49,12.11,72.6,0.9,0.97,1.11,15.1,380.6,8.28,1431.0,Running
2024-10-17 00:00:00,PUMP_004,109.06,2.25,7.73,72.7,1.0,0.92,0.97,26.6,380.7,14.05,1443.0,Running
2024-10-17 00:00:00,PUMP_005,54.88,2.24,4.62,72.7,1.02,0.9,1.12,12.9,386.3,6.49,1446.0,Running
2024-10-17 00:30:00,PUMP_001,80.26,2.01,8.78,71.7,0.9,0.92,1.0,21.1,389.6,11.56,1468.0,Running
2024-10-17 00:30:00,PUMP_002,124.33,2.38,6.24,70.5,0.87,0.9,1.03,30.6,384.2,16.97,1461.0,Running
2024-10-17 00:30:00,PUMP_003,67.77,2.12,12.33,73.4,0.9,0.83,1.07,16.6,382.6,8.75,1468.0,Running
2024-10-17 00:30:00,PUMP_004,104.04,2.24,7.25,73.6,0.93,0.97,1.04,26.7,389.2,14.22,1465.0,Running
2024-10-17 00:30:00,PUMP_005,53.43,2.29,4.48,71.5,0.95,0.84,1.13,13.5,385.3,6.44,1457.0,Running
2024-10-17 01:00:00,PUMP_001,89.5,2.19,8.13,74.8,0.95,0.93,0.98,23.1,389.3,12.4,1461.0,Running
2024-10-17 01:00:00,PUMP_002,139.66,2.04,6.79,75.0,0.92,0.9,0.96,35.8,386.5,19.7,1437.0,Running
2024-10-17 01:00:00,PUMP_003,75.62,2.34,12.09,76.1,0.88,0.85,0.99,18.5,387.3,9.87,1459.0,Running
2024-10-17 01:00:00,PUMP_004,113.15,2.14,7.4,72.8,0.87,0.95,1.14,28.7,380.1,15.57,1459.0,Running
2024-10-17 01:00:00,PUMP_005,56.04,2.08,4.61,74.7,0.87,0.9,1.0,14.5,388.1,7.18,1445.0,Running
2024-10-17 01:30:00,PUMP_001,92.07,2.39,8.45,76.2,1.04,0.81,1.13,25.4,382.0,13.25,1465.0,Running
2024-10-17 01:30:00,PUMP_002,136.48,2.48,6.18,72.4,0.97,0.89,1.07,34.2,380.4,17.91,1432.0,Running
2024-10-17 01:30:00,PUMP_003,74.07,2.47,12.15,75.8,0.87,0.89,1.03,17.1,386.8,9.41,1450.0,Running
2024-10-17 01:30:00,PUMP_004,116.01,2.07,7.58,72.5,1.03,0.9,0.97,30.8,380.7,16.56,1456.0,Running
2024-10-17 01:30:00,PUMP_005,59.85,2.41,4.7,74.2,0.95,0.92,0.96,14.2,380.9,7.31,1446.0,Running
2024-10-17 02:00:00,PUMP_001,105.21,2.05,8.12,74.1,1.03,0.81,1.09,25.5,383.6,13.47,1464.0,Running
2024-10-17 02:00:00,PUMP_002,154.51,2.12,6.61,77.1,0.89,0.94,1.06,36.5,381.6,19.8,1460.0,Running
2024-10-17 02:00:00,PUMP_003,77.26,2.25,12.33,77.4,0.96,0.96,1.05,20.0,384.9,10.18,1449.0,Running
2024-10-17 02:00:00,PUMP_004,131.39,2.42,7.4,74.4,0.96,0.89,0.99,33.0,383.3,17.81,1430.0,Running
2024-10-17 02:00:00,PUMP_005,66.35,2.15,4.33,75.1,0.92,0.8,1.0,15.5,383.6,7.98,1447.0,Fault
2024-10-17 02:30:00,PUMP_001,99.14,2.12,8.43,76.5,0.9,0.92,0.94,26.6,383.4,13.91,1453.0,Running
2024-10-17 02:30:00,PUMP_002,156.08,2.03,6.7,73.7,1.03,0.85,1.09,38.2,381.3,20.2,1434.0,Running
2024-10-17 02:30:00,PUMP_003,77.06,2.1,12.48,77.6,0.94,0.95,1.05,19.5,386.6,10.05,1474.0,Running
2024-10-17 02:30:00,PUMP_004,129.17,2.03,7.18,72.8,1.06,0.93,1.1,31.8,381.5,17.31,1439.0,Running
2024-10-17 02:30:00,PUMP_005,65.12,2.27,4.29,72.8,0.88,0.86,1.13,16.1,384.7,8.06,1443.0,Running
2024-10-17 03:00:00,PUMP_001,113.12,2.39,8.19,76.2,0.96,0.9,1.13,28.4,380.5,15.17,1428.0,Running
2024-10-17 03:00:00,PUMP_002,155.88,2.37,6.62,74.4,1.02,0.82,1.0,39.5,382.5,21.52,1449.0,Running
2024-10-17 03:00:00,PUMP_003,90.51,2.03,11.52,73.9,0.98,0.8,1.11,20.9,385.6,11.05,1434.0,Running
2024-10-17 03:00:00,PUMP_004,133.8,2.3,7.25,74.3,1.05,0.8,1.1,35.0,381.4,19.1,1432.0,Running
2024-10-17 03:00:00,PUMP_005,69.11,2.39,4.68,77.1,0.89,0.83,1.11,15.0,387.0,8.28,1445.0,Running
2024-10-17 03:30:00,PUMP_001,110.66,2.05,8.85,75.0,0.93,0.86,0.95,27.3,384.0,15.04,1443.0,Running
2024-10-17 03:30:00,PUMP_002,168.48,2.08,6.39,75.5,0.89,0.93,1.08,39.2,381.1,21.39,1456.0,Running
2024-10-17 03:30:00,PUMP_003,90.5,2.39,11.82,76.6,1.04,0.89,0.97,21.3,386.4,10.9,1458.0,Running
2024-10-17 03:30:00,PUMP_004,141.64,2.46,7.17,76.4,1.01,0.93,1.06,33.9,387.2,17.94,1429.0,Running
2024-10-17 03:30:00,PUMP_005,65.91,2.17,4.27,75.7,0.97,0.9,1.07,16.3,381.2,8.82,1468.0,Running
2024-10-17 04:00:00,PUMP_001,120.16,2.42,8.47,79.3,0.88,0.85,1.07,29.9,380.7,15.6,1452.0,Running
2024-10-17 04:00:00,PUMP_002,174.7,2.13,6.39,78.6,0.9,0.94,1.05,44.3,382.1,23.84,1453.0,Running
2024-10-17 04:00:00,PUMP_003,90.2,2.48,11.89,75.1,0.94,0.96,1.0,23.4,383.5,12.04,1429.0,Running
2024-10-17 04:00:00,PUMP_004,140.69,2.39,7.43,76.8,1.01,0.86,1.03,35.5,385.3,19.29,1465.0,Running
2024-10-17 04:00:00,PUMP_005,71.87,2.34,4.38,75.8,1.04,0.92,1.06,16.5,386.2,9.11,1450.0,Running
2024-10-17 04:30:00,PUMP_001,113.1,2.04,8.21,79.2,0.94,0.87,0.95,28.6,385.4,15.1,1450.0,Running
2024-10-17 04:30:00,PUMP_002,176.29,2.08,6.27,76.7,0.92,0.84,1.07,44.1,384.2,23.58,1429.0,Running
2024-10-17 04:30:00,PUMP_003,95.18,2.3,12.2,74.4,0.96,0.8,1.05,23.7,385.4,12.1,1448.0,Running
2024-10-17 04:30:00,PUMP_004,145.88,2.03,7.44,75.6,0.95,0.87,1.06,35.0,385.0,19.25,1467.0,Running
2024-10-17 04:30:00,PUMP_005,70.54,2.47,4.67,75.4,0.87,0.92,1.11,18.7,386.0,9.39,1452.0,Running
2024-10-17 05:00:00,PUMP_001,115.3,2.23,8.57,77.6,1.01,0.84,1.05,29.0,387.5,15.66,1460.0,Fault
2024-10-17 05:00:00,PUMP_002,177.42,2.16,6.44,79.1,1.0,0.95,0.98,44.8,388.9,24.85,1441.0,Running
2024-10-17 05:00:00,PUMP_003,93.77,2.47,11.41,76.6,1.03,0.86,0.98,22.2,389.2,11.89,1463.0,Running
2024-10-17 05:00:00,PUMP_004,155.09,2.23,7.14,76.2,0.95,0.82,1.13,37.8,385.9,20.68,1461.0,Running
2024-10-17 05:00:00,PUMP_005,76.76,2.26,4.61,77.7,0.97,0.81,0.96,17.2,380.2,9.28,1461.0,Running
2024-10-17 05:30:00,PUMP_001,119.43,2.27,8.86,77.3,0.88,0.89,1.11,31.7,383.2,17.14,1470.0,Running
2024-10-17 05:30:00,PUMP_002,179.5,2.2,6.18,76.6,0.91,0.91,1.13,43.7,380.6,23.4,1452.0,Running
2024-10-17 05:30:00,PUMP_003,97.72,2.38,12.14,79.0,0.99,0.96,1.08,23.5,381.2,12.48,1451.0,Running
2024-10-17 05:30:00,PUMP_004,149.24,2.24,7.56,74.9,0.9,0.88,1.13,36.7,387.1,19.91,1455.0,Running
2024-10-17 05:30:00,PUMP_005,73.28,2.11,4.69,75.5,0.94,0.8,0.98,17.5,380.8,9.51,1449.0,Running
2024-10-17 06:00:00,PUMP_001,114.56,2.4,8.7,79.6,1.03,0.91,0.95,32.2,388.0,16.97,1450.0,Running
2024-10-17 06:00:00,PUMP_002,185.47,2.36,6.79,75.8,0.91,0.83,1.1,42.3,390.0,23.44,1426.0,Running
2024-10-17 06:00:00,PUMP_003,93.35,2.42,12.02,79.5,1.04,0.79,0.95,22.6,388.9,11.8,1448.0,Running
2024-10-17 06:00:00,PUMP_004,144.75,2.4,7.82,76.3,0.96,0.81,1.05,36.9,384.4,20.36,1442.0,Running
2024-10-17 06:00:00,PUMP_005,75.34,2.0,4.6,78.6,0.93,0.8,1.09,18.1,383.2,9.78,1434.0,Running
2024-10-17 06:30:00,PUMP_001,115.39,2.18,8.63,77.8,0.94,0.87,1.05,28.4,388.8,15.68,1429.0,Running
2024-10-17 06:30:00,PUMP_002,186.81,2.14,6.39,77.8,1.03,0.96,1.09,43.1,384.1,23.2,1449.0,Running
2024-10-17 06:30:00,PUMP_003,91.7,2.4,11.9,76.5,0.94,0.94,1.09,21.5,382.5,11.82,1471.0,Running
2024-10-17 06:30:00,PUMP_004,149.9,2.3,7.37,79.0,0.96,0.81,0.96,38.6,383.1,20.43,1468.0,Running
2024-10-17 06:30:00,PUMP_005,72.82,2.02,4.3,78.6,0.9,0.86,1.04,17.4,384.1,9.56,1449.0,Running
2024-10-17 07:00:00,PUMP_001,122.06,2.09,8.73,78.3,0.97,0.92,1.02,29.7,385.2,15.74,1457.0,Running
2024-10-17 07:00:00,PUMP_002,184.67,2.29,6.21,77.1,1.01,0.93,1.04,45.4,384.1,24.9,1470.0,Running
2024-10-17 07:00:00,PUMP_003,95.39,2.43,11.46,79.2,0.93,0.82,0.99,21.9,383.2,11.88,1432.0,Running
2024-10-17 07:00:00,PUMP_004,148.94,2.22,7.36,78.6,1.04,0.93,1.01,37.4,381.3,20.63,1442.0,Running
2024-10-17 07:00:00,PUMP_005,72.06,2.03,4.32,79.1,0.99,0.84,1.05,18.0,382.3,9.28,1468.0,Running
2024-10-17 07:30:00,PUMP_001,120.59,2.01,8.36,76.6,0.97,0.8,1.1,29.9,388.0,15.87,1453.0,Running
2024-10-17 07:30:00,PUMP_002,180.32,2.18,6.67,76.3,0.97,0.92,1.01,43.2,388.2,23.48,1471.0,Running
2024-10-17 07:30:00,PUMP_003,95.16,2.45,11.47,76.0,1.0,0.94,1.11,21.6,384.4,11.87,1437.0,Running
2024-10-17 07:30:00,PUMP_004,151.9,2.04,7.71,77.0,0.98,0.81,1.01,36.7,388.1,19.32,1448.0,Running
2024-10-17 07:30:00,PUMP_005,77.14,2.17,4.33,77.7,1.05,0.79,0.99,17.7,381.1,9.66,1454.0,Running
2024-10-17 08:00:00,PUMP_001,114.45,2.5,8.62,74.8,1.05,0.86,1.0,29.3,380.9,15.93,1425.0,Running
2024-10-17 08:00:00,PUMP_002,177.87,2.29,6.8,75.8,0.92,0.82,0.97,42.5,389.1,22.73,1474.0,Running
2024-10-17 08:00:00,PUMP_003,94.28,2.16,11.49,78.7,0.99,0.82,1.03,21.9,384.5,11.37,1474.0,Running
2024-10-17 08:00:00,PUMP_004,141.32,2.24,7.47,76.0,1.0,0.95,1.13,37.9,385.5,20.13,1466.0,Running
2024-10-17 08:00:00,PUMP_005,70.97,2.16,4.47,75.8,1.05,0.85,0.96,16.3,381.1,9.0,1436.0,Running
2024-10-17 08:30:00,PUMP_001,113.95,2.4,8.67,76.5,0.93,0.85,1.1,27.3,388.0,15.13,1449.0,Running
2024-10-17 08:30:00,PUMP_002,167.52,2.47,6.71,77.9,0.96,0.88,1.14,44.2,388.1,24.31,1435.0,Running
2024-10-17 08:30:00,PUMP_003,92.42,2.2,12.47,74.8,0.96,0.95,1.12,20.9,386.2,11.21,1433.0,Fault
2024-10-17 08:30:00,PUMP_004,138.62,2.06,7.16,78.9,0.9,0.87,1.03,35.6,382.3,19.73,1472.0,Running
2024-10-17 08:30:00,PUMP_005,73.71,2.01,4.4,77.5,0.92,0.95,1.07,17.3,389.6,8.59,1429.0,Running
2024-10-17 09:00:00,PUMP_001,106.87,2.2,8.19,76.6,1.05,0.88,0.95,28.1,388.6,15.23,1447.0,Running
2024-10-17 09:00:00,PUMP_002,158.48,2.38,6.32,77.5,0.9,0.85,1.03,43.4,382.1,23.05,1443.0,Running
2024-10-17 09:00:00,PUMP_003,86.39,2.23,12.43,78.3,0.94,0.88,1.12,20.5,383.2,11.38,1446.0,Running
2024-10-17 09:00:00,PUMP_004,132.18,2.02,7.58,75.0,0.87,0.83,1.1,35.6,384.2,19.21,1474.0,Running
2024-10-17 09:00:00,PUMP_005,66.2,2.15,4.34,75.6,1.04,0.9,1.02,16.1,382.1,8.9,1453.0,Running
2024-10-17 09:30:00,PUMP_001,104.0,2.2,8.59,77.2,0.99,0.85,0.96,27.2,389.5,14.94,1449.0,Running
2024-10-17 09:30:00,PUMP_002,167.88,2.25,6.35,77.7,1.03,0.91,0.95,41.5,381.4,22.22,1436.0,Running
2024-10-17 09:30:00,PUMP_003,82.16,2.38,11.92,75.9,0.87,0.94,1.01,21.3,387.0,11.08,1473.0,Running
2024-10-17 09:30:00,PUMP_004,134.91,2.48,7.58,75.2,0.89,0.94,1.01,34.9,382.0,18.86,1455.0,Running
2024-10-17 09:30:00,PUMP_005,67.55,2.27,4.45,77.4,1.02,0.93,0.94,16.0,389.3,8.27,1467.0,Running
2024-10-17 10:00:00,PUMP_001,99.59,2.21,8.44,73.5,0.87,0.96,0.99,24.8,389.3,13.66,1454.0,Running
2024-10-17 10:00:00,PUMP_002,158.66,2.17,6.55,72.9,0.9,0.94,1.1,37.2,385.3,20.26,1425.0,Running
2024-10-17 10:00:00,PUMP_003,78.08,2.13,12.32,74.1,0.9,0.88,1.12,18.2,383.6,10.02,1462.0,Running
2024-10-17 10:00:00,PUMP_004,131.01,2.48,7.69,75.8,0.96,0.8,1.14,31.1,386.7,17.1,1439.0,Running
2024-10-17 10:00:00,PUMP_005,64.05,2.22,4.63,74.1,0.95,0.89,1.07,15.5,386.5,8.17,1433.0,Running
2024-10-17 10:30:00,PUMP_001,100.4,2.36,8.06,73.8,0.96,0.95,1.05,27.3,384.9,14.63,1431.0,Running
2024-10-17 10:30:00,PUMP_002,148.53,2.45,6.74,77.5,0.96,0.91,1.1,36.9,380.3,19.81,1450.0,Running
2024-10-17 10:30:00,PUMP_003,77.88,2.18,11.87,75.9,0.88,0.88,0.97,19.9,385.6,10.36,1462.0,Running
2024-10-17 10:30:00,PUMP_004,130.36,2.22,7.46,76.0,0.87,0.91,1.06,30.7,380.9,16.97,1471.0,Running
2024-10-17 10:30:00,PUMP_005,61.13,2.18,4.52,76.9,0.87,0.83,1.12,14.0,389.6,7.56,1456.0,Running
2024-10-17 11:00:00,PUMP_001,88.92,2.01,8.25,76.1,0.94,0.92,1.13,23.3,385.2,12.71,1470.0,Running
2024-10-17 11:00:00,PUMP_002,133.36,2.35,6.52,76.2,0.89,0.89,1.12,34.5,380.7,18.65,1439.0,Running
2024-10-17 11:00:00,PUMP_003,76.86,2.14,11.91,75.0,0.9,0.88,1.09,18.8,386.7,9.75,1431.0,Running
2024-10-17 11:00:00,PUMP_004,111.91,2.39,7.29,76.3,1.0,0.92,0.98,29.6,387.7,15.73,1430.0,Fault
2024-10-17 11:00:00,PUMP_005,56.76,2.41,4.49,74.0,0.92,0.89,1.09,14.2,387.0,7.21,1461.0,Running
2024-10-17 11:30:00,PUMP_001,96.29,2.23,8.26,72.9,0.96,0.95,1.01,23.9,384.8,13.15,1475.0,Running
2024-10-17 11:30:00,PUMP_002,135.38,2.25,6.3,73.7,1.01,0.93,0.98,36.5,383.8,19.61,1450.0,Running
2024-10-17 11:30:00,PUMP_003,74.02,2.24,11.96,72.5,1.02,0.89,0.96,19.3,389.5,9.66,1443.0,Running
2024-10-17 11:30:00,PUMP_004,116.39,2.06,7.79,72.6,0.91,0.86,1.02,30.2,381.7,16.29,1438.0,Running
2024-10-17 11:30:00,PUMP_005,56.04,2.31,4.51,75.2,1.04,0.95,1.13,13.0,383.0,7.09,1470.0,Fault
2024-10-17 12:00:00,PUMP_001,80.4,2.47,8.4,70.5,0.95,0.8,1.05,21.4,386.1,11.36,1468.0,Running
2024-10-17 12:00:00,PUMP_002,124.67,2.41,6.74,71.1,0.97,0.84,0.95,32.7,381.6,17.23,1466.0,Running
2024-10-17 12:00:00,PUMP_003,68.98,2.13,12.43,72.1,0.97,0.8,0.95,16.5,382.6,8.66,1435.0,Running
2024-10-17 12:00:00,PUMP_004,99.36,2.4,7.16,71.5,0.94,0.88,1.01,27.1,386.4,13.99,1426.0,Running
2024-10-17 12:00:00,PUMP_005,54.25,2.15,4.3,74.3,0.98,0.89,0.95,12.6,382.1,6.31,1450.0,Running
2024-10-17 12:30:00,PUMP_001,81.85,2.47,8.76,74.1,0.88,0.81,1.04,22.0,381.6,11.16,1449.0,Running
2024-10-17 12:30:00,PUMP_002,127.25,2.06,6.43,71.9,1.03,0.8,1.13,32.1,387.9,17.5,1427.0,Fault
2024-10-17 12:30:00,PUMP_003,64.93,2.18,11.43,75.4,0.87,0.91,1.03,16.4,385.3,8.85,1449.0,Running
2024-10-17 12:30:00,PUMP_004,100.06,2.1,7.26,74.2,0.9,0.89,0.98,28.5,385.2,14.76,1443.0,Running
2024-10-17 12:30:00,PUMP_005,49.94,2.13,4.55,73.2,1.05,0.86,1.08,12.8,382.7,6.54,1448.0,Running
2024-10-17 13:00:00,PUMP_001,75.92,2.47,8.32,69.5,0.96,0.89,0.97,20.9,389.5,10.54,1435.0,Running
2024-10-17 13:00:00,PUMP_002,113.86,2.23,6.5,73.6,0.96,0.86,1.04,27.7,389.0,15.18,1459.0,Running
2024-10-17 13:00:00,PUMP_003,56.53,2.3,11.5,69.7,0.97,0.86,1.06,13.9,381.7,7.22,1474.0,Running
2024-10-17 13:00:00,PUMP_004,94.72,2.16,7.17,74.2,0.92,0.87,1.07,23.3,385.4,12.06,1439.0,Running
2024-10-17 13:00:00,PUMP_005,44.92,2.45,4.57,70.6,0.88,0.91,1.06,11.1,382.2,5.76,1458.0,Fault
2024-10-17 13:30:00,PUMP_001,75.11,2.21,8.42,70.6,1.02,0.88,1.05,18.5,380.9,10.07,1461.0,Running
2024-10-17 13:30:00,PUMP_002,113.7,2.2,6.42,71.7,0.93,0.81,1.0,28.9,382.9,15.31,1448.0,Running
2024-10-17 13:30:00,PUMP_003,57.18,2.01,12.43,70.4,0.91,0.84,0.96,13.9,381.3,7.64,1457.0,Running
2024-10-17 13:30:00,PUMP_004,94.91,2.28,7.29,72.6,0.89,0.89,1.03,23.5,388.7,12.37,1475.0,Running
2024-10-17 13:30:00,PUMP_005,46.05,2.11,4.37,71.7,0.93,0.95,1.01,11.1,388.4,5.75,1458.0,Running
2024-10-17 14:00:00,PUMP_001,64.65,2.41,8.08,72.6,0.96,0.86,1.04,16.6,388.7,9.23,1447.0,Running
2024-10-17 14:00:00,PUMP_002,95.04,2.22,6.47,70.3,0.99,0.87,1.14,25.8,381.1,13.44,1445.0,Running
2024-10-17 14:00:00,PUMP_003,52.4,2.43,11.45,68.6,1.03,0.83,1.08,13.7,381.3,6.68,1431.0,Running
2024-10-17 14:00:00,PUMP_004,85.84,2.21,7.34,71.3,1.04,0.94,1.14,19.4,386.1,10.66,1466.0,Running
2024-10-17 14:00:00,PUMP_005,40.01,2.39,4.28,70.1,0.96,0.89,1.09,10.3,385.9,5.07,1452.0,Running
2024-10-17 14:30:00,PUMP_001,64.15,2.04,8.14,69.4,0.96,0.94,1.08,17.5,384.0,9.34,1445.0,Running
2024-10-17 14:30:00,PUMP_002,94.28,2.3,6.79,69.1,0.87,0.93,0.99,26.2,389.5,13.75,1445.0,Running
2024-10-17 14:30:00,PUMP_003,51.86,2.32,11.89,69.2,0.96,0.89,1.1,13.6,381.1,6.81,1461.0,Running
2024-10-17 14:30:00,PUMP_004,85.41,2.46,7.14,72.4,0.87,0.86,1.05,20.9,380.1,10.8,1433.0,Running
2024-10-17 14:30:00,PUMP_005,41.97,2.46,4.57,71.6,0.94,0.79,0.96,10.6,384.2,5.16,1462.0,Running
2024-10-17 15:00:00,PUMP_001,55.83,2.1,8.75,70.9,1.04,0.81,1.14,14.1,390.0,7.82,1439.0,Running
2024-10-17 15:00:00,PUMP_002,84.64,2.29,6.74,68.9,0.99,0.83,1.07,21.3,383.1,11.61,1434.0,Running
2024-10-17 15:00:00,PUMP_003,45.69,2.12,11.89,68.9,1.01,0.96,1.03,12.1,381.6,6.12,1460.0,Running
2024-10-17 15:00:00,PUMP_004,73.99,2.44,7.43,71.8,1.01,0.88,1.06,19.5,386.7,9.75,1427.0,Running
2024-10-17 15:00:00,PUMP_005,36.89,2.03,4.27,69.6,0.93,0.87,0.99,9.3,385.1,4.41,1435.0,Running
2024-10-17 15:30:00,PUMP_001,58.85,2.04,8.17,67.7,1.02,0.92,1.09,16.1,384.8,8.22,1457.0,Running
2024-10-17 15:30:00,PUMP_002,88.53,2.39,6.47,69.1,0.92,0.91,1.08,22.7,387.7,12.24,1453.0,Running
2024-10-17 15:30:00,PUMP_003,46.29,2.26,12.05,71.1,1.05,0.8,0.95,12.2,386.1,6.16,1449.0,Running
2024-10-17 15:30:00,PUMP_004,74.84,2.37,7.33,68.8,1.02,0.8,1.12,18.6,389.4,9.69,1459.0,Running
2024-10-17 15:30:00,PUMP_005,37.13,2.17,4.38,72.3,1.01,0.91,1.01,7.9,385.5,4.36,1463.0,Running
2024-10-17 16:00:00,PUMP_001,54.4,2.02,8.35,67.8,0.95,0.8,1.13,14.6,384.3,7.06,1474.0,Running
2024-10-17 16:00:00,PUMP_002,82.32,2.0,6.63,71.1,0.89,0.81,1.02,21.1,385.3,11.11,1432.0,Running
2024-10-17 16:00:00,PUMP_003,42.94,2.04,12.11,71.2,0.9,0.91,0.95,10.0,387.4,5.38,1440.0,Running
2024-10-17 16:00:00,PUMP_004,66.42,2.09,7.65,68.1,0.99,0.82,1.08,16.4,382.5,8.62,1462.0,Running
2024-10-17 16:00:00,PUMP_005,34.14,2.45,4.35,69.7,0.88,0.86,1.08,8.8,382.8,4.18,1444.0,Running
2024-10-17 16:30:00,PUMP_001,53.76,2.25,8.64,67.8,0.93,0.85,0.94,14.5,389.0,7.15,1451.0,Running
2024-10-17 16:30:00,PUMP_002,75.22,2.44,6.16,71.3,0.96,0.85,1.13,19.4,385.5,10.15,1436.0,Running
2024-10-17 16:30:00,PUMP_003,42.29,2.36,11.36,71.3,0.9,0.83,0.99,9.4,389.9,5.08,1441.0,Running
2024-10-17 16:30:00,PUMP_004,63.18,2.36,7.73,67.9,0.87,0.83,0.95,16.3,382.3,8.6,1451.0,Running
2024-10-17 16:30:00,PUMP_005,34.33,2.45,4.51,68.4,0.94,0.86,1.09,9.1,389.4,4.1,1442.0,Running
2024-10-17 17:00:00,PUMP_001,47.04,2.1,8.39,67.2,1.03,0.82,1.03,13.7,383.8,6.84,1468.0,Running
2024-10-17 17:00:00,PUMP_002,73.1,2.03,6.45,70.3,0.98,0.94,1.04,17.2,383.0,9.55,1460.0,Running
2024-10-17 17:00:00,PUMP_003,38.02,2.25,11.86,68.2,0.91,0.82,0.98,8.9,380.1,4.74,1456.0,Running
2024-10-17 17:00:00,PUMP_004,64.19,2.1,7.35,67.9,0.87,0.94,0.94,17.5,385.4,8.72,1452.0,Running
2024-10-17 17:00:00,PUMP_005,30.3,2.32,4.28,66.4,0.95,0.89,1.12,8.3,382.1,3.68,1445.0,Running
2024-10-17 17:30:00,PUMP_001,48.54,2.08,8.47,70.2,0.95,0.88,1.11,13.4,382.6,6.91,1469.0,Running
2024-10-17 17:30:00,PUMP_002,71.49,2.13,6.67,66.4,1.05,0.81,1.1,18.7,388.8,9.82,1446.0,Running
2024-10-17 17:30:00,PUMP_003,37.07,2.0,11.65,69.6,0.89,0.81,1.02,10.5,381.8,5.04,1429.0,Running
2024-10-17 17:30:00,PUMP_004,59.82,2.43,7.74,70.0,0.9,0.94,1.1,15.8,382.6,8.43,1431.0,Running
2024-10-17 17:30:00,PUMP_005,30.9,2.18,4.47,68.0,0.99,0.95,0.97,7.1,386.2,3.79,1461.0,Running
2024-10-17 18:00:00,PUMP_001,46.75,2.48,8.1,69.0,0.87,0.95,1.05,13.7,381.5,6.71,1427.0,Running
2024-10-17 18:00:00,PUMP_002,70.38,2.06,6.45,69.0,0.87,0.84,0.94,19.1,389.8,9.6,1457.0,Running
2024-10-17 18:00:00,PUMP_003,39.38,2.26,11.54,70.6,1.01,0.92,1.08,8.9,386.9,4.69,1436.0,Running
2024-10-17 18:00:00,PUMP_004,61.45,2.39,7.44,70.0,1.03,0.91,0.98,15.0,381.2,7.96,1439.0,Running
2024-10-17 18:00:00,PUMP_005,29.75,2.45,4.3,69.6,1.0,0.81,1.13,7.5,387.6,3.77,1438.0,Running
2024-10-17 18:30:00,PUMP_001,45.61,2.42,8.42,69.2,0.91,0.91,1.1,13.1,384.6,6.58,1470.0,Running
2024-10-17 18:30:00,PUMP_002,74.16,2.4,6.42,67.2,0.94,0.94,0.98,19.1,383.5,9.7,1457.0,Running
2024-10-17 18:30:00,PUMP_003,36.37,2.4,11.47,67.4,1.03,0.85,1.14,9.7,380.4,5.07,1460.0,Running
2024-10-17 18:30:00,PUMP_004,57.37,2.35,7.12,70.4,0.89,0.81,0.97,16.7,388.0,8.51,1445.0,Running
2024-10-17 18:30:00,PUMP_005,29.09,2.24,4.51,69.2,0.91,0.96,0.97,7.1,384.8,3.91,1442.0,Running
2024-10-17 19:00:00,PUMP_001,49.38,2.22,8.39,69.8,1.0,0.94,0.99,13.5,383.7,6.84,1449.0,Running
2024-10-17 19:00:00,PUMP_002,70.91,2.11,6.22,69.6,0.99,0.96,1.09,18.8,388.6,9.48,1447.0,Running
2024-10-17 19:00:00,PUMP_003,40.66,2.27,12.44,66.6,0.9,0.87,1.06,11.2,383.9,5.12,1427.0,Running
2024-10-17 19:00:00,PUMP_004,61.93,2.1,7.47,69.9,1.01,0.88,1.0,17.1,384.1,8.74,1439.0,Running
2024-10-17 19:00:00,PUMP_005,29.85,2.09,4.5,67.6,0.98,0.81,1.07,6.8,381.3,3.75,1472.0,Running
2024-10-17 19:30:00,PUMP_001,47.72,2.39,8.56,71.0,0.94,0.91,0.95,14.0,385.4,6.7,1439.0,Running
2024-10-17 19:30:00,PUMP_002,75.04,2.32,6.39,70.9,0.87,0.85,1.13,18.1,385.3,9.75,1466.0,Running
2024-10-17 19:30:00,PUMP_003,40.53,2.4,11.57,69.7,0.94,0.86,1.1,9.6,384.2,5.19,1449.0,Running
2024-10-17 19:30:00,PUMP_004,60.45,2.03,7.61,68.3,0.9,0.94,1.1,15.6,386.4,8.34,1439.0,Running
2024-10-17 19:30:00,PUMP_005,31.35,2.02,4.3,66.2,0.89,0.8,1.14,7.1,382.4,3.75,1472.0,Running
